"companyName","isReviewVerified","reviewCompanyResponse","reviewDate","reviewDescription","reviewRatingScore","reviewTitle","reviewUrl","reviewer"
"Avant","false","","2024-03-19T08:02:42.000Z","Avant has some of the worst customer service that I have ever experienced. They refuse to help and communicate with him even though I have had surgery done on my vocal chords. Their solution was for me to hire someone to go into more debt in order to pay off their debt. By far the worst experience I’ve had and I do not recommend anyone using this company for a credit card","1","Avant has some of the worst customer…","https://trustpilot.com/reviews/65f92a827b2db5e133678aa7","Chase Neil"
"Avant","true","","2024-03-16T04:58:37.000Z","I’m just appreciative of the quick response the folks gave me when getting the card. Absolutely no issues at this time, nor do I anticipate any. The few negative comments when googling are just that. Nothing! I’m cool with Avant😎","5","I’m just appreciative of the quick…","https://trustpilot.com/reviews/65f50adc2b2fa2c210b2339d","Kevin Reedy"
"Avant","true","","2024-03-17T21:21:40.000Z","Very quick. Very easy. Advant needed certain information and their website makes it very easy to navigate and upload it.
Approved in short time and money deposited when they said it would be.
Very happy.","5","Very quick and easy","https://trustpilot.com/reviews/65f742c36a48f47bcf271634","Jeffrey Burke"
"Avant","true","","2024-03-18T16:57:55.000Z","Excellent service. Their app is very clear and easy to use. They had prompt and courteous answers when I called with questions. Altogether a pleasant experience, and a deposit was in my account within a day after the application was finished.","5","Excellent Prompt Courteous Service.","https://trustpilot.com/reviews/65f85673499cac2c18675a1a","Stephen Forest"
"Avant","true","","2024-03-20T00:44:36.000Z","Getting a loan was fast, even when I refinanced the original loan, Avant made it easy and simple. I would definitely recommend Avant!!!","5","Getting a loan was fast","https://trustpilot.com/reviews/65fa1553627c3bd7d6446980","Joseph Banks"
"Avant","true","","2024-03-14T18:33:45.000Z","The company is honest and does just what it tells you it will do. It does not ask unreasonable things to see if you qualify. The communication is prompt, easy, and professional and always up to date. Avant is a solid way to rebuild my credit with a company that is already secure. My experience is been nothing but a five star experience. Judy Kimberly
","5","Avant is my Advantage","https://trustpilot.com/reviews/65f326e83973d8ff6e34cef0","Judy Kimberly"
"Avant","true","","2024-03-16T18:43:17.000Z","Avant gave me a chance with my bad credit history. I'm in the rebuilding process of getting on the right side of my credit report. And thanks to avant I'm able to do that. They make paying so quick and easy. The application process was a breeze. I highly recommend this card to anyone that needs a second chance","5","Avant gave me a chance with my bad…","https://trustpilot.com/reviews/65f5cc2429d17a6146fee0c9","Natalia."
"Avant","true","","2024-03-13T17:07:13.000Z","After looking into credit card consolidation I decided my best bet was a small loan. Avant made the process easy. I liked being able to handle the process online. I felt the verification was thorough and safe. My money was deposited quickly. It came with autopay ready to go which is a plus. No use fixing credit cards if you mess up with the loan. Overall would recommend.","5","After looking into credit card…","https://trustpilot.com/reviews/65f1c1218f965f3c9926979b","KJ"
"Avant","true","","2024-03-20T16:59:27.000Z","Thorough process but easy to apply. I’m grateful for the help to move forward in life financially.","5","Thorough process but easy to apply","https://trustpilot.com/reviews/65faf9ceb4b650504ab4f268","Robert Joyner"
"Avant","true","","2024-03-11T17:43:14.000Z","Geld vas in account very quickly, I consolidated a credit card and paid off 2 loans that balanced under $500, I could’ve asked for more but this was to kill (most) of mu debt, spent 6 years learning Amerikan credit, very good to get cards under 30% and be rid of high interest. Having bad credit is a struggle and ur stuck with 30% rates which Is very high and punished the poor. I am way more fruggle and didn’t want s loan aber the rates were sö good i knew consolidated is what I needed! Please be thankful for the simplicity of a single payment with many options on how to pay. Paying towards principal every month along with payment is very smart also. I hope this helps!","5","Englisch not perfekt but happy","https://trustpilot.com/reviews/65ef26916081e4c47dd33464","Andreas Dunn"
"Avant","false","","2024-03-11T19:25:58.000Z","I'm giving five stars because my experience so far has been positive. I haven't received my card yet but my initial credit line is $2,000 and I'm happy with that. There is no annual fee as well. They're welcome email was quick along with the terms of the credit card which I appreciated. I'm hoping the rest of my experience will be a positive one.","5","So far so good!","https://trustpilot.com/reviews/65ef3ea5849e52146c0bd0aa","Melanie Dietz"
"Avant","true","","2024-03-20T15:51:17.000Z","Quick, hassle free online experience and money was deposited in my account the very next day.","5","Quick & Hassle Free","https://trustpilot.com/reviews/65fae9d4fdd5e8bfbea23dcb","Ramsey"
"Avant","true","","2024-03-18T18:21:25.000Z","I hadn't planned on using the card but was placed in a situation where I was so glad I had that option available to me.","5","Avant was very reliable when the time came","https://trustpilot.com/reviews/65f86a0531171bbc2822a53a","Ruben Guzman"
"Avant","true","","2024-03-20T17:33:02.000Z","Fast, easy, website functionality is excellent. Rates are high of course.","5","Review","https://trustpilot.com/reviews/65fb01ae4cd17fa5f9c1cf9f","Jeffery Berube"
"Avant","true","","2024-03-20T17:01:41.000Z","I am new to Avant. The company makes the card easy and simple to use with problems. Love it. I would highly recommend this card to everyone.","5","New Satisfied Customer","https://trustpilot.com/reviews/65fafa55adbebffdf7d07c13","Lisa Butler"
"Avant","true","","2024-03-12T19:29:25.000Z","I had applied in February which you all pulled a hard inquiry for and after I completed all 4 of my additional information you said the application was expired but I had done everything I was supposed to do and was waiting on a answer. Then you all pulled another hard inquiry for the March application. I would like one of the hard inquiries to get removed from my credit report. Thanks","3","I had applied in February which you all…","https://trustpilot.com/reviews/65f090f4cbb68f900f3aa2ce","Christopher Fowler"
"Avant","false","","2024-03-19T13:29:53.000Z","No problems a year in. Take a while to process payments, but resolves questions promptly.","4","Good to start off.","https://trustpilot.com/reviews/65f97731d464f60b47c9ecf4","David Johnson"
"Avant","true","","2024-03-13T19:59:32.000Z","The experience from the beginning to the end was smoothly. I provided what was requested, review the offer, accept and I was approved. All the process in maybe 30 minutes. I'm very happy. I recommended Avant.","5","The experience from the beginning to…","https://trustpilot.com/reviews/65f1e984bf9ebcdf38394c9d","Dalila Torre"
"Avant","true","","2024-03-19T22:28:57.000Z","Had a problem getting activated.
One phone call two minutes later I’m good to go!!!!","5","Had a problem getting activated.","https://trustpilot.com/reviews/65f9f589967b031b51e5b057","Ralph Miller"
"Avant","false","","2024-03-07T22:52:03.000Z","So far this is one of the better cards I use often and haven't had any issues with. Every one of my other cards takes time to do just about anything from payments posting to credit line increases. I had an instant credit line increase with my request which is nice after having to wait three days to a week before receiving a response with my other cards.","5","So far this is one of the better cards…","https://trustpilot.com/reviews/65ea28f3b05262657720d909","Jay North"
"Avant","false","","2024-03-15T15:18:56.000Z","I recommend avant to anyone it is a really good card they give credit increases and you can pay with your debit card so payments are cleared fast","5","I recommend avant to anyone it is a…","https://trustpilot.com/reviews/65f44abfa513120e58923c94","Michael Parker"
"Avant","true","","2024-03-12T19:32:12.000Z","My wallet was stolen with in days of receiving the new card. This Credit card was in my wallet. I stopped it with in Hours of doing a police report and then received a New One in a week that totally saved the Day for a well planned 40th birthday party for my son!!!’
Everything was exceptional in working with this Company! S. Warren","5","My wallet was stolen with in days of…","https://trustpilot.com/reviews/65f0919bf4e499de26d9107c","Sharyle Warren"
"Avant","false","","2024-03-13T19:02:01.000Z","I paid off my cc balance on due date which is 7th made no purchases at all before my statement date which is the 11th, and they still hit me with an interest fee for no purchases and ZERO balance!!!! Rip Off!","1","INTEREST CHARGES FOR 0 BALANCE !!","https://trustpilot.com/reviews/65f1dc0980ce50a55c02d31b","Rita Garcia"
"Avant","false","","2024-03-09T22:32:06.000Z","I was very disappointed with this company. I applied through Credit Karma and was told I had an outstanding chance of being approved. I went the through the entire process even getting a hard inquiry on my credit report which I was told would not happen until I accepted the loan. I was even sent a promissory note with all of the loan details. Sent in all the requested documents and speaking with a couple of representatives. Only to be told that my loan was denied. A waste of time if you ask me.","1","I was very disappointed with this…","https://trustpilot.com/reviews/65ecc746ce919dfc8379e99d","Consumer"
"Avant","true","","2024-03-13T16:40:16.000Z","Love this Company They had an easy application prosses and turnaround answer in seconds. I received my credit card sooner than expected and have easy online services to review your statement and credit line.","5","Love this Company They had an easy…","https://trustpilot.com/reviews/65f1bacfc0e50f9a357f8bb3","Leon Jost"
"Avant","true","","2024-03-15T16:53:55.000Z","The experience was great due to the easy effort needed for your reply. You really came through for me at a time when I was in a worrisome situation and I can't thank you enough.","5","The experience was great due to the…","https://trustpilot.com/reviews/65f461021f38c8a89a12f811","Helen Newsome"
"Avant","true","","2024-03-16T16:46:35.000Z","They gave a great starting credit limit. When you make payment they post payments in a prompt timeline. I am very pleased with my decision to apply for the card.","5","Great experience","https://trustpilot.com/reviews/65f5b0cbcd14a1ac372a1a65","Mark Cobb"
