"companyName","isReviewVerified","reviewCompanyResponse","reviewDate","reviewDescription","reviewRatingScore","reviewTitle","reviewUrl"
"MoneyLion","false","This is not the experience we would like any of our customers to have, Candace, and would appreciate the opportunity to review your situation further. Please copy and paste this link; https://mlion.info/customerhelp into an open browser window. Once loaded, fill out and submit the associated form and one of our dedicated customer advocates will reach out to you directly.","2023-06-19T08:51:47.000Z","Do not put your money here! I repeat do not put your money here! They are thieves, They have been holding my direct deposit for a week. They cut off access to my account despite verifying multiple times. I’m still waiting for them to give me my money. Stay far away, if you want access to your money,","1","Do not put your money here!","https://trustpilot.com/reviews/648ffb031564b6a501d4745b"
"MoneyLion","false","Hi Zoe! This is absolutely not the experience that we want you to have. We'd like to see how we can make things better for you. Please fill out this form: https://mlion.info/customerhelp and we'll get one of our Customer Advocates in touch ASAP. We hope to hear from you soon!","2023-07-13T13:46:27.000Z","I deferred my instacash total payment of $293.96 on 07/12/2023. I changed the date to 07/27/23 because I knew I wouldn’t have the funds. On 07/13/2023, MoneyLion still took out a partial payment of $183.02 causing my account to overdraft. MoneyLion is saying that the payment is valid because it came out after I requested the deferment and the transaction can’t be reversed. They have the deferment date as 07/13/23 which is a complete lie. I never got an an email confirmation about my deferment either, otherwise I would have taken a screenshot of the confirmation when I initially did it. The rep said they would email me with an update but didn’t give me an ETA and after I said I haven’t been getting emails from them. Last email I got from them was on 07/03/2023. I want my $183.02 back.","1","Stay Away!!","https://trustpilot.com/reviews/64afe413809af389da080940"
"MoneyLion","false","Thanks for the great review, Scott! We love to hear when our Customer Care team does a great job. We'll be sure to pass your kudos along to the agent that helped you. Thanks for being the best part of MoneyLion!","2023-07-14T08:59:21.000Z","The representative that just helped me answer all my questions took care of the problem that I had so quick didn't even have to put me on hold very knowledgeable gave me all the information I needed and then some I'm telling you and it's this early in the morning and she was 100% right up on it and I really I want to thank her and thank you guys for having such great customer service Representatives cuz I tell you that's one thing that really keeps a customer with a company is great customer service cuz they're the beginning of the call that represents your company and like I stated the representative was absolutely great and so awesome and I really appreciate it. I will definitely definitely refer you guys to family and friends endlessly","5","AWESOME CUSTOMER SERVICE ADVOCATE","https://trustpilot.com/reviews/64b0f2490593daf9b4c0c0bd"
"MoneyLion","false","Thank you for your kind words, we are so lucky to have you as a part of our community, Ellen!","2023-03-26T03:06:30.000Z","MoneyLion has helped me when I've been a bit short on cash. Easy and reliable.","5","MoneyLion roars","https://trustpilot.com/reviews/641f9a96abf90e353682d651"
"MoneyLion","false","We appreciate the positive review and rating, Terrell. Thank you for taking the time to share your experience.","2023-09-04T18:21:39.000Z","the user interface was easy to navigate and the overall experience was pleasant and straightfoward","5","Great App","https://trustpilot.com/reviews/64f6041378eb4933487fd139"
"MoneyLion","false","This definitely is cause for concern, Menon, and we would like the opportunity to review this matter further. Please copy and paste this link; https://mlion.info/customerhelp into an open and browser. Once it loads, complete and submit the associated form and one of our dedicated customer advocates will reach out to you directly to address your concern. Thanks.","2023-05-31T23:51:31.000Z","Run around!
After months of using their instacash, credit builder, and roar money, suddenly their app is saying it cannot verify my DD. I am salaried and there have been no changes in my pay dates, amounts, or bank. Every time I have called (over 30 min waits) I get one answer, this varies from the 5 different answers I have gotten on chat. I have unlinked and linked my account as instructed. Then was told I need 3 deposits before it will find my income. You can literally see my direct deposit on their list of transactions from my bank being linked. You can also still see ALL of my direct deposits. I asked for a supervisor and was told that it would take 24-48 hours. They had no problem taking my money but now that I have an issue getting it back I am getting the runaround. I will be canceling them once this is resolved. I was told I have to contact PLAID to get resolution, who is now telling me they cannot help, and only Money Lion can.","2","Run around","https://trustpilot.com/reviews/6477c1625e1766298d69d7ec"
"MoneyLion","false","We are so happy that you&#x27;re using our Instacash product! Thank you for being a member of our MoneyLion community, Marcos!","2023-03-11T21:43:07.000Z","Thank you so much for instant cash it was very helpful","5","Thank you so much for instant cash it…","https://trustpilot.com/reviews/640cd9cb649db4902b90dd95"
"MoneyLion","false","We can fully understand how an experience like this would cause you to become frustrated, Lola, and we want to ensure we're doing all we can to meet your expectations. Please copy and paste this link; https://mlion.info/customerhelp into an open browser and fill and submit the form that loads. Once received, one of our dedicated customer advocates will contact you directly about this matter.","2023-07-17T21:17:46.000Z","I was approved for $595. In the middle of the cycle, $400 in, the amount changed to $400. When I questioned this I was told my boosts had expired and was assured as soon as I repaid they would reset. So I repaid early. When I did this it dropped to $170!!!! When I asked about this it all fell apart. First I was told that my direct deposit was being deposited to my debit card so that was the why, then I when I proved that was incorrect it was I didn’t have enough consecutive deposits, I’ve had the same account for years, and it was one thing after the other. My bank told me I was being scammed and would be better off to cut my losses and run. I think they’re right.","1","I was approved for $595","https://trustpilot.com/reviews/64b593da7ec6828fb2de48f8"
"MoneyLion","false","We’re really glad that you are enjoying our Instacash product, and we appreciate your feedback. Thanks for being such a great customer, Shondra!","2023-03-28T17:17:31.000Z","Moneylion instacash was available for me at the right time.","5","Moneylion instacash was available for…","https://trustpilot.com/reviews/6423050b2fa4b76ca2f5ce27"
"MoneyLion","false","We can definitely see how this would be frustrating, Jenny, and we would like the opportunity to review this matter further. Please copy and paste this link; https://mlion.info/customerhelp into your browser window. Once launched, fill out and submit the associate form and one of our dedicated Customer Advocates will contact you directly.","2023-04-13T15:20:54.000Z","When I signed up with MoneyLion I was asked what days I got paid and how many times per week, which is every Friday. Well a family member sent me some money to help pay for another family member’s baby shower gift and MoneyLion took out my instacash payment from that deposit which was on a Tuesday not a Friday causing me to overdraft my account and incur an overdraft fee from my bank. When I spoke with customer service they said they were sorry and that they take out money when they see a deposit. WTH? Why did you ask me when I get paid in the first place, didn’t I sign a contract stating truthfully when I get paid and when MoneyLion would deduct payments?? This is irresponsible of MoneyLion to just assume a large deposit is a paycheck and blame it on “inconsistent paydays”. Yes they make up rules as they go. Then they lower the amount you can borrow so you can’t even help yourself even though you have paid them back!!! So stupid.","1","When I signed up with MoneyLion I was…","https://trustpilot.com/reviews/643801b6b5a286b74942dee3"
"MoneyLion","false","We would be happy to review this matter further and do our best to address your concern, Carrie. Please fill out and submit our contact form that can be found by copy and pasting this link; https://mlion.info/customerhelp into your browser. Once received, one of our dedicated advocates will reach out to you.","2023-07-29T03:37:09.000Z","My account was closed (because of a largish deposit that went over the daily limit) and they refuse to give any of my money back. Including and investment account I had with them.","1","FRAUD! SCAM! DONT DO IT","https://trustpilot.com/reviews/64c46d4576ae84d32f72de6c"
"MoneyLion","false","Thank you for sharing your review, Zaucresta! We are so thankful that you chose MoneyLion to assist in your financial journey!","2023-03-18T01:35:20.000Z","Always had a great experience with MoneyLion!","5","Always had a great experience with…","https://trustpilot.com/reviews/6414f93865e7178944f26f6d"
"MoneyLion","false","We regret to hear about your experience with our Credit Builder Plus loan, James. We are thankful for this feedback! We'd love to speak with you about your concerns. Please fill out this form: https://mlion.info/customerhelp, and a member of our Advocacy Team will reach out to you directly.","2023-03-13T07:14:42.000Z","I have been a Moneylion customer for a couple of years now I have went back and forth with them and decided to settle with them again. Recently i paid off my loan and reborrowed a second time no issue. Well the same day I paid my loan off a second time and before i realized it what i done it was too late. Now they tell me I have to wait 90 days to take out a new loan, must have a external account, I use them for my bank account so no external account. I asked them where the info wa son the 90 days got told nothing, kept telling me have to wait 90 days. Then disconnects chat.Loved them for years now they have chagned.","2","I have been a Moneylion customer for a…","https://trustpilot.com/reviews/640eb14274d9bf876d2cadf7"
"MoneyLion","false","We love having you as a member of our community! Thank you for leaving this review for everyone to see.","2023-03-26T00:39:40.000Z","Gave me more confidence that I won’t go broke","5","Gave me more confidence that I won’t go…","https://trustpilot.com/reviews/641f782c12daf46118cf503c"
"MoneyLion","false","Thanks for the positive review, Jazzy!","2023-03-16T21:37:13.000Z","I was able to use Apple Pay which is more convenient.","5","Easy payment method","https://trustpilot.com/reviews/64136fe9373df8faef019fd7"
"MoneyLion","false","We fully understand your concern and frustration, Anon. While we are able to deactivate an account, we are unable to delete certain information in order to stay within compliance of the Bank Secrecy Act and other federal regulations.","2024-01-30T22:45:20.000Z","MoneyLion representatives told me that my account cannot be permanently deleted for five years, leaving them to hold on to my personal information in the mean time.","1","MoneyLion holds and shares your data","https://trustpilot.com/reviews/65b95fdf23d6a23abf644b9a"
"MoneyLion","false","We saw your review and would like to see what may be causing this delay. Please copy and paste this link; https://mlion.info/customerhelp into an open browser window. Once the page loads, fill out and submit the associated form and one of our dedicated customer advocates will reach out to you directly.","2023-06-26T22:05:19.000Z","I have been trying to retrieve my investment for 6 weeks and get told someone will contact me in 3-5 days every single time I call and never get anywhere. Please help","1","HELP GETTING MY MONEY","https://trustpilot.com/reviews/6499ef7fd0d8632bae72aa93"
"MoneyLion","false","Thank you for taking the time to share this review. We are so happy to assist during your time of need, Felicia!","2023-03-29T04:48:56.000Z","I have been using it for a while and it has helped a lot in times of need!!","4","I have been using it for a while and it…","https://trustpilot.com/reviews/6423a717ee0d2211d3200e16"
"MoneyLion","false","We fully understand how this experience would cause confusion and frustration. One of our dedicated customer advocates will contact you directly and do their best to address your concerns.","2023-08-08T14:27:22.000Z","I have had Moneylion for years and they were the best. I would get my paycheck two days early. However, yesterday, they closed my account suddenly. I asked what happened but all they would tell me was to refer to the demand deposit agreement. I am so shocked. Customer service was rude and would not allow me to speak to management nor explain to me what happened. DO NOT USE THEM. THEY ARE HORRIBLE FOR WHAT THEY DID. I have money in there that I can't get access to. My money!!! It's truly sad.","2","I have had Moneylion for years and they…","https://trustpilot.com/reviews/64d234aa323f3f92dbd04442"
"MoneyLion","false","Thank you for the kind words and positive review. It brings us joy to know we were able to provide you with the financial support you needed.","2023-08-09T13:02:21.000Z","yours cash advance helped me a lot. thank you so much, you are the best!!!!))))))))))","5","yours cash advance helped me a lot","https://trustpilot.com/reviews/64d3723d4db1b61b9a3d580c"
"MoneyLion","false","Our team is thrilled to hear this, Larry! Thanks for your honest review.","2023-03-21T01:49:49.000Z","It was quick helpful and convenient !!","4","Quick 100","https://trustpilot.com/reviews/6418f11d570e089064e460db"
"MoneyLion","false","This is not the type of experience we want our customer's to have, Alejo, and we would like to review your situation in more detail. Please copy and paste this link; https://mlion.info/customerhelp into an open browser window. Once loaded, fill out and submit the associated form and one of our dedicated customer advocates will reach out to you directly.","2023-05-10T20:40:34.000Z","Stay away of all cost!!!!

The worst customer service ever and the people act like robots … 🤦🏻‍♂️🤦🏻‍♂️

I tried to delete my account and they can’t do it because I don’t have the requirements to do it .","1","Don’t get nothing from this app!!!!","https://trustpilot.com/reviews/645be5222660c8f30789b60d"
"MoneyLion","false","We completely understand your frustration, Shanice. We were able to confirm that your concern is being reviewed and that one of our dedicated customer advocates will be contacting you directly.","2023-09-20T16:33:55.000Z","It hurts my heart to give this company 1 star but I have to bring awareness so other people don’t go through what I’m going through. I been a customer of MoneyLion for years and enjoyed their various products which include instacash (a cool feature to increase your cash flow) and 2 day early direct deposit. The reason for the one star is the dispute process which is very old fashioned and inconvenient to the customer. Imagine a scenario where you didn’t receive your Amazon goods where you spent hundreds or even thousands of hard earned dollars on. You go to the merchant and they can’t help you so you go to the only one you can trust , your card provider aka bank aka MoneyLion. Now you goto dispute and they tell you instead of receiving your provisional credit within hours like most banks do, that you have to wait 10 business days and if “qualified will receive your provisional credit back.” It was a let down hearing that but I waited patiently and the 10th business day comes I contact customer support for them to tell me they working on it and to mail them the dispute. Like what? Why you guys didn’t tell me prior to do that? And now they telling me it can take 90 days to receive it and provisional credits are not guaranteed. All around it sounds like a big red flag and I don’t like that. When people spend their hard earned dollars on something why you guys making the customer feel at fault and holding their money hostage? This is one of the worst experiences ever and I’m moving my direct deposit and will never invest in this business.","1","It hurts my heart","https://trustpilot.com/reviews/650b02d37048ea526a4059e8"
"MoneyLion","false","This is not the type of experience we wish to create, Brian, and we have verified that one of our dedicated customer advocates has reached out to you regarding your situation.","2023-08-02T18:25:23.000Z","Still haven’t received my money as of 8/2/23…On July 1st I did a transfer incorrectly. Rather than doing a transfer from my MoneyLion acct to my Navy acct, I did it from my Navy to MoneyLion. That day, my Navy acct couldn’t cover the transfer request. Navy required me pay $29 for insufficient funds but MoneyLion has put a block on my acct since then. They requested pictures of my drivers license, front and back. A copy of my bank statement and a photo. The problem with my bank statement is it says absolutely nothing about a transaction. With MoneyLion because no transfer was made. My statement says payment of $29, insufficient funds. Nothing about MoneyLion because nothing went through. I have called every week and been told “it’s being escalated”. I’ve also been told I need to submit the pictures of license, myself and bank statement 4 times counting today. The total amount is only $750. I contacted the BBB and they are looking into this but I am absolutely spreading the word on MoneyLion. Everyday I tell at least 1 person about this to spread the word. I made the initial mistake but it’s 4 weeks later. Oh yeah, I also took a screenshot of the incorrect transfer request. I sent this to them as well as additional proof of who I am. Since it’s time stamped and shows a date it further backs my identity and explains the issue… apparently not though.","1","Don’t trust MoneyLion","https://trustpilot.com/reviews/64c58b02d8a182c5cd124060"
"MoneyLion","false","We came across your review, Tracy, and can see that you have some concerns. Upon further research into this matter, we verified that a member of our customer advocate team reached out to you directly via email regarding your concern.","2023-03-10T21:30:50.000Z","This is a user-beware complaint. I set up a MoneyLion account to check out their services. When I reached out to the company, which was less than a week into opening the account, I was told they could deactivate my account but could not delete it or my information, which makes no sense. I then asked well what additional steps could be taken to complete the deletion of all my data. I was told there was non. I then requested an email to confirm the deletion of the account because they offered no confirmation of this. I was put on hold and was sent an email that is attached. When the representative returned to the line, I asked her, I am currently on the app, and the button in the app clearly stated to delete the account, not deactivate it. Her response was only people residing in California could entirely delete their account, which is a significant miss representation as there is nothing in the app that says that, and the button and prompts are clear to delete, not deactivate.

Beware this company is basically stealing your information and will not fully delete your account which can lead to major leaks of your information to third parties.","1","THEY WILL KEEP YOUR INFORMATION AND SELL IT","https://trustpilot.com/reviews/640b856a3e94d1e7e46753ca"
"MoneyLion","false","We can understand the frustration that an experience like this can cause, Keoshia. We want to ensure your concern is addressed, and one of our dedicated customer advocates will reach out to you directly.","2023-05-26T16:40:41.000Z","I pay them $350 back and then they want to only give you an instant cash deposit of $100 talking about it starting off fresh. They bill they want to take your money don’t let you borrow back. Please don’tdeal with them","1","I pay them $350 back and then they want…","https://trustpilot.com/reviews/6470c4e9c2179986561f4560"
"MoneyLion","false","What a wonderful review, Melissa. Thank you for sharing your experience.","2023-03-20T23:57:08.000Z","Date of experience: March 20, 2023","5","They are flexible and always there!","https://trustpilot.com/reviews/6418d6b4cfa0b19548795ba6"
"MoneyLion","false","We love that our app has come through during an emergency! Thanks for the great review, Terence!","2023-03-16T19:14:44.000Z","Date of experience: March 16, 2023","5","Awesome great for emergency situations","https://trustpilot.com/reviews/64134e840c8e7bcfc545b9bc"
"MoneyLion","false","We take pride in reviews like yours, and we are so grateful to have an opportunity to assist you, Gabriel! Thanks for being the best part of MoneyLion!","2023-03-14T22:39:54.000Z","Date of experience: March 14, 2023","5","It’s easy and helpful to Built up credit","https://trustpilot.com/reviews/6410db9a719f57925eb445b3"
"MoneyLion","false","We can understand how frustrating having an experience this would be, Michael, and we would like to ensure your concerns are addressed. One of our dedicated customer advocates will be reaching out to you directly about these matters.","2023-06-29T11:52:18.000Z","I have had direct deposit from social security for 6 months now moneylion claims not to hold you direct deposit this is a lie for instance they received my direct deposit on June 27th for July payment and I want receive it til the 1st and social security said that is up to them on that decision I no sofi and chime both pay as soon as received.also money lion claims that pay for the 20.00 premium it offers higher loan amounts and so forth u have paid ever payment and receive emails telling me I'm available for boost but when I log in it still prompts me to set up direct deposit I have contacted them several times over these issues but get the same run around","1","False advertisement","https://trustpilot.com/reviews/649d54522db3b824d5e869c1"
"MoneyLion","false","We appreciate you taking the time to share your feedback, Sharon, and apologize for the frustration you've experienced! We want to assure you that tipping is optional and doesn’t affect your eligibility in any way. If you would like to discuss your concerns further, we ask that you please copy and paste this link; https://mlion.info/customerhelp into an open browser, and once loaded, complete and submit the contact form. Once the needed information is received, a MoneyLion customer advocate will contact you directly.","2023-12-19T18:43:14.000Z","I've run into problems with them several times..
If you ever do use this service Be Aware when drawing down Instacash. It will ask you for a tip, if you say no, it tries again for a second time, and you say no again.. yep you guessed it.. they ask for a THIRD time. Its sneaky the way they do it too.
I asked a customer service rep, what the tip is for and he told me ""you wouldn't ask a waiter what his tip is for""🤦‍♂️
BUT WAIT.. THERE'S MORE!!
I paid my loan payment April 30, 2023 before going into the hospital and it crossed paths with an automatic withdrawal for the same payment, which I didn't have enough to cover both. I was told my 04/30/23 payment covered July and the 05/05/23 was late. Whaattt? So I asked for a refund on the ""July"" payment so the June payment would clear.. they said no, because they already had the money🤔 EXACTLY..THEY HAD THE MONEY🤦
I told them that I would stop payment on the July installment, so the June would clear, which it did.. however it threw my entire profile off with Money Lion and STILL having problems 8 months later. I have an investment account that won't let me withdraw, because of fraud concerns due to the bank return.. yet they continue to take money from me to invest!? I can never get help from customer service, there is Never a supervisor available and they tell me one will call within 24 hours.. hmmmm, STILL WAITING..
It has been 8 months that they have not only held onto my money, but continued to take from me and it's not even invested in anything 😲
BTW.. during this 8 months I have paid off one credit builder loan and acquired another.. so if you can figure that out, please explain it to me.","2","I've run into problems with them…","https://trustpilot.com/reviews/657396a145b4eaa5df9ece85"
"MoneyLion","false","We appreciate that you left such a wonderful review, Jorianna! Thanks so much for being the best part of MoneyLion!","2023-03-24T14:16:38.000Z","Everything they got goin on is helpful , and easy to work app","5","SIMPLE, &LEGIT","https://trustpilot.com/reviews/641d94a593916ee8ed8755f9"
"MoneyLion","false","Thank you for your kind words, Luisa! We are so grateful to have you as a member of our community.","2023-03-24T19:43:56.000Z","Date of experience: March 24, 2023","5","I love my $lion account","https://trustpilot.com/reviews/641de15cd6e1bcbeb3aa3c06"
"MoneyLion","false","Thank you for leaving this review, Todd! We are so happy that you've enjoyed your time with us, so far!","2023-03-24T23:20:13.000Z","Date of experience: March 23, 2023","5","Very easy and convenient","https://trustpilot.com/reviews/641e140d0f6c9c4386543eed"
"MoneyLion","false","We appreciate you sharing this update, Makira, and fully understand the frustration this situation has caused you. We have verified that our dedicated team is working to address this matter and will reach out to you directly with available updates.","2023-05-20T00:30:11.000Z","update 5/19 account still closed now they overdraw my account for instacash repayment when it’s money in that actual bank account I can’t with this bank this is the most outrageous thing I have ever delt with please DO NOT BANK WITH THEM","1","update 5/19 account still closed now…","https://trustpilot.com/reviews/6467f873792363a320089ef4"
"MoneyLion","false","We see your frustration, Matthew, and we would appreciate the opportunity to discuss your experience further. Please copy and paste this link; https://mlion.info/customerhelp into an open browser, and once loaded complete and submit the contact form. One of our dedicated customer advocates will reach out to you directly, once the needed information has been received.","2023-11-28T22:10:23.000Z","First....these other 5 star reviews read....so much like commercials. Does anyone really love a banking app? Give me a break...
Ive had this account for 3 yrs....never really had any use with it because it always says Im eligible for XYZ and at the last minute says I'm not.
So heres where its shady...I decided to delete it. Served no purpose but they had access to my accounts, so wanted it deleted. The chatbot couldnt do it. Customer service couldnt do it ... and when I found Account Management and selected ""delete my account"" it said my account wasn't eligible for deletion.
Mind you, there is no negative balance. No loans....just them connected to my real account and holding all my data.
You cant delete your external account from them....so I'll likely go from my actual banks side to just block them.
But ultimately...they seem more about knowing your business than performing the functions you've signed up for ... and thats just dangerous in this age of breaches and ID theft.
I also feel it is unsavory for an App that charges fees and interests for their services .... to constantly request a Tip! Seriously....they want to charge 9 dollars to fund an account 100 for a repayment in 2 weeks .... that's about 25% APR. Fine...but then they have the nerve to ask for a tip?
After asking for that tip ... the app randomly popped up another request for a tip in 60 seconds.
So if you want to bank with a panhandler who is already making money off of you that wont let you leave and constantly is checking your wallet to see if you have cash somewhere else .... then ya .... youll love this service.
But back to their reviews...take note of the way they form the sentences in review after review. English is obviously not the first language and that raises flags. For instance .... we dont say ""Prominet Company"" in the US we say ""Reputable Company"" .... a Prominet anything ... is ""famous"" or ""noticeable"" .... but not credible, trustworthy or reputable. So many reviews are littered with the wrong adjectives and its just obvious Money Lion is cooking the books on their reviews.","1","First....these other 5 star reviews…","https://trustpilot.com/reviews/6566492f24981955b00896aa"
"MoneyLion","false","Thank you so much for sharing your feedback! We are so grateful that you chose MoneyLion to assist you on your financial journey.","2023-03-18T17:29:27.000Z","They are always on time when you need them they are there","5","Great","https://trustpilot.com/reviews/6415d8d7fac7f244fa2126cd"
"MoneyLion","false","We saw your review and want to ensure any questions or concerns you may have are addressed. Please copy and paste this link; https://mlion.info/customerhelp into an open browser and submit the associated form with the requested details. Once we receive the needed information, one of our dedicated customer advocates will reach out to you directly. Thanks.","2023-11-13T15:33:06.000Z","When you want install / use moneylion service please to be careful and it's might like scam.","1","When you want install / use moneylion…","https://trustpilot.com/reviews/655225928c1298a7e7bb4913"
"MoneyLion","false","We appreciate you taking time to leave this review and feedback, Natasha. We are sad to see that you did not get the experience you hoped for, and we would like the opportunity to discuss this further. Please use this link; https://mlion.info/customerhelp to access our contact form by copy and pasting the link into an open browser window. Once the form loads, please complete and submit your response to the questions, and a customer advocate will reach out to you directly to address your concerns.","2024-01-26T18:13:38.000Z","On several different occasions over several months I repeatedly emailed them and spoke over the phone as well about closing my account because it's not beneficial to me I'm never approved for anything they require to much crap for you to get anything they continuously try to Convince me to stay and it's not worth it it's a Useless App to me","1","Hungry Moneylion…Team","https://trustpilot.com/reviews/65b3da315cfe4dd340313e31"
"MoneyLion","false","We're sorry to hear about your recent experience, Michele, and we fully understand the frustration this situation would cause! We'd appreciate a chance to review this matter in more detail. Please copy and paste this link; https://mlion.info/customerhelp into your web browser. Once the form that loads is submitted, a Customer Advocate will reach out to you directly.","2023-10-18T22:52:04.000Z","This company is a joke..first they let you have instacash..then the next minute they take it away..my govt income hasn't changed!! Don't sign up with them!! You will be sorry!! Oh and don't respond moneylion!! Not interested in what you have to say!!!","1","BEWARE!!","https://trustpilot.com/reviews/6530457490dc4e6169648bf7"
"MoneyLion","false","We saw your review, David, and would truly appreciate the opportunity to address your concern. Please copy and paste this link; https://mlion.info/customerhelp into an open browser, and once loaded, complete and submit the contact form. Once the needed information is received, a MoneyLion customer advocate will contact you directly.","2023-12-11T00:35:29.000Z","Used to think it was good place but no the f****** nickel dime you to death and tell you got money and then you don't get it don't try it
Have acc
t with him with them for 4 years and he suck

TRY YOU'LL REGRET DO NOT","1","Used to think it was good place but no…","https://trustpilot.com/reviews/65763d311365569a54b2a8e6"
"MoneyLion","false","This is not the type of experience we want you to have, Roxanne, and we want to ensure that you are able to access any boosts you receive. Please allow one of our customer advocates to review this situation in more detail by using this link; https://mlion.info/customerhelp to access our contact form. You can copy and paste the link into an open browser window to easily provide and submit the information needed to assist with your concern. Thanks.","2024-02-03T18:36:50.000Z","Money lion has a future that allows you to ask members of their community for $5 at a time I received $5 from five individuals an emergency I tried to use the funds for gas and it disappeared when I tried to call the customer service or tech support helpline I was just put on hold and didn't get hold of anyone when I did they told me that I was lying I received a cash advancement from them they will not be getting their money back and I will be suing them when I can if you're stuck anywhere or if your bank information changes good luck they are called money lion I would say money lying","1","Money lion has a future that allows you…","https://trustpilot.com/reviews/65be6ba2c518e22390534170"
"MoneyLion","false","We truly understand how frustrating a situation like this would be, Bennica, and are happy to see that one of our customer advocates was able to address and resolve this matter for you.","2023-08-15T17:51:29.000Z","I sent a payoff for my credit builder plus loan via cashier's check on June 26, 2023. I have been calling every week for an explanation as to why my loan has not been paid off. I called my bank to place a stop pay on the check the other day but was informed that the check was deposited into their account on July 24,2023. Everytime I speak with a customer care specialist they say it has not arrived to them and they have to escalate the issue to another department to be researched and they will email me. When asked to speak to that department, I was told they could not allow the customer to be in contact with them. I barely receive any correspondence from them regarding the issue. Today I had to demand to speak with a supervisor and the supervisor read the same script until I told him I was going to obtain legal counsel. I am going to sue them for emotional distress, attorney fees, etc because this is ridiculous. Their customer service also sucks because as a customer you have to repeat yourself with every person you speak with even when they do a warm transfer. Everyone reads from the same script and there is no personalized genuine engagement with the customer.

Update: I just received an email stating they did receive the check and are processing my payoff after I left my reviews and informed them that I was seeking legal counsel to resolve this issue. Lol such a coincidence

Update/reply: My issue is not resolved yet because my payoff has not been processed almost 1 month after my check was deposited into their business account. I'm still being charged interest, regular payments, and membership fees. Can anyone say suspicious activity/emotional distress?","1","Scammers and Fraudsters","https://trustpilot.com/reviews/64d3bd19253144c2caadad4b"
"MoneyLion","false","As long as you let us, we will continue to be here! Thank you for being a great customer!","2023-03-29T04:15:16.000Z","You guys are always there even when I'm late","5","You guys are always there even when I'm…","https://trustpilot.com/reviews/64239f344200ec762ae74b42"
"MoneyLion","false","We appreciate you taking the time to leave us a five-star rating and positive review, Todd! Thanks for being the best part of MoneyLion.","2023-03-25T01:44:04.000Z","Love this app easy to use and comes in handy when in a pinch","5","Love this app easy to use and comes in…","https://trustpilot.com/reviews/641e35c4665fec620f406bf8"
"MoneyLion","false","We see your frustration, and we want to ensure this matter is full addressed. We were able to confirm that one of our dedicated customer advocates is diligently working through your concern. Thanks.","2024-02-05T20:45:28.000Z","I recently transitioned my banking to MoneyLion, hoping to leverage their services to enhance my credit score, a challenge for a young entrepreneur with a limited credit history. My decision to switch was further influenced by my husband's positive experiences with their platform. Yet, my journey with MoneyLion has morphed into a harrowing ordeal that now threatens the very survival of my business.

The nightmare began with the freezing of my account following a standard $4,000 deposit from a domestic client, a transaction that should have been routine but has inexplicably put my ability to pay bills and even feed my children at risk.

In my search for answers, I encountered an almost non-existent customer service system. The representatives I spoke with offered nothing but hollow, rehearsed lines devoid of empathy or understanding. Their indifference has been nothing short of terrifying. I've spent the day oscillating between bouts of crying and futile attempts to communicate with MoneyLion's team, culminating in a staggering six hours of calls, chats, and emails, ending in abrupt disconnections and no resolution.

After being informed of the need to verify my identity, I promptly submitted the required documents: a copy of my ID, a recent utility bill, and a photograph of myself holding my identification. Instead of resolving the issue, each submission was met with a new, seemingly arbitrary critique—the photo didn't show my shoulders, the image wasn't zoomable, and my face didn't match because I wasn't wearing my glasses. The scrutiny intensified with conflicting information regarding my business and residential addresses.

Each representative I spoke with seemed to have a different story about what it would take to regain access to my account. Yet the message was always the same: an apology followed by their inability to assist. Requests to speak with supervisors or specialized departments led nowhere.
My diligence in following their every direction has led to nothing but frustration.

I'm left with a business at risk, employees reluctant to work for me, and the looming specter of late fees on unpaid bills. The fear of never regaining access to my funds, a fear fueled by similar stories uncovered during desperate research, is overwhelming. This entire experience has left me feeling ill, on the edge of a breakdown, and without hope. Having my account access revoked after providing all the requested information seems unjust and downright fraudulent.

As I write this, I am distraught, scared, sick with worry, and seething with anger. There was no fraud on my account, only the actions of a company that has now become a roadblock to my financial well-being and peace of mind. I cannot fathom how a company can justify such treatment of a customer. My situation is dire, and I implore anyone who reads this to understand the severity of MoneyLion's actions and their devastating impact on real lives.

*UPDATE - NOW MONEY LION WANTS A PHOTO OF MY SOCIAL SECURITY CARD!!!

I am at my wits' end with Money Lion's relentless invasion of my privacy and their unfounded refusal to grant me access to my own account and funds. It's a harrowing ordeal to watch helplessly as gatekeepers of my financial lifeline demand piece after piece of personal information, with no end in sight. With every new request, it feels less like a security measure and more like an unwarranted interrogation, leaving me to question the safety and privacy of my most sensitive information. Their denial of direct communication with a fraud department, a department that should be at the forefront of resolving such issues only amplifies my distress. It's maddening and deeply concerning that MoneyLion is holding my money hostage, effectively paralyzing my business and personal life. This is not just poor customer service; it's a blatant disregard for customer rights and a breach of the trust I placed in a financial institution that promised to act in my best interest.

MONEYLION'S NEW RESPONSE

Reply from MoneyLion

An hour ago
We see your frustration, and we want to ensure this matter is full addressed. We were able to confirm that one of our dedicated customer advocates is diligently working through your concern. Thanks.

You absolutely are not working on anything. Nobody has been any help at all. Your dedicated customer advocate closed my account and MoneyLion is stealing my money. That's how MoneyLion has decided to ""help"" me.","1","A Cautionary Tale of a Nightmare with MoneyLion Customer Care","https://trustpilot.com/reviews/65bd6fbc4766462cff379738"
